Date,CampaignID,CampaignName,Platform,TargetAudience,Impressions,Clicks,Leads,Applications,Enrollments,Cost (₹),Revenue (₹),Region,CTR (%),Lead Conversion Rate (%),Application Conversion Rate (%),Enrollment Conversion Rate (%),ROI (%),Cost per Lead (₹),Cost per Enrollment (₹)
2025-02-09,AD003,Placements,LinkedIn,25–35 Age,194699,6867,1321,634,310,138099.75,2251050.92,East India,3.53,19.24,47.99,48.9,1530.02,104.54,445.48
2025-02-10,AD003,Placements,LinkedIn,17–21 Age,258921,15451,3155,1580,846,123848.52,2990116.79,South India,5.97,20.42,50.08,53.54,2314.33,39.25,146.39
2025-02-11,AD003,Placements,LinkedIn,22–27 Age,127232,9034,1736,1112,517,111616.5,3367905.35,East India,7.1,19.22,64.06,46.49,2917.39,64.3,215.89
2025-02-12,AD003,Placements,LinkedIn,17–21 Age,183701,10838,1745,807,469,163799.75,2978652.97,Pan India,5.9,16.1,46.25,58.12,1718.47,93.87,349.25
2025-02-13,AD003,Placements,LinkedIn,17–21 Age,61637,4452,790,460,264,35763.23,1837127.99,South India,7.22,17.74,58.23,57.39,5036.92,45.27,135.47
2025-02-14,AD003,Placements,LinkedIn,17–21 Age,115475,6434,1594,911,456,55074.85,1536942.26,East India,5.57,24.77,57.15,50.05,2690.64,34.55,120.78
2025-02-15,AD003,Placements,LinkedIn,17–21 Age,242487,10557,1644,940,476,137455.2,2658068.14,North India,4.35,15.57,57.18,50.64,1833.77,83.61,288.77
2025-02-16,AD003,Placements,LinkedIn,25–35 Age,236585,7923,1495,848,467,129801.04,3083695.93,East India,3.35,18.87,56.72,55.07,2275.71,86.82,277.95
2025-02-17,AD003,Placements,LinkedIn,22–27 Age,109605,8284,1935,1132,663,61086.21,2830034.76,Pan India,7.56,23.36,58.5,58.57,4532.85,31.57,92.14
2025-02-18,AD003,Placements,LinkedIn,17–21 Age,59185,4390,1044,588,283,39767.6,1548093.27,North India,7.42,23.78,56.32,48.13,3792.85,38.09,140.52
2025-02-19,AD003,Placements,LinkedIn,17–21 Age,183593,5650,1015,541,288,78874.38,867564.82,Pan India,3.08,17.96,53.3,53.23,999.93,77.71,273.87
2025-02-20,AD003,Placements,LinkedIn,22–27 Age,115658,6141,1182,685,302,81667.73,2031836.19,South India,5.31,19.25,57.95,44.09,2387.93,69.09,270.42
2025-02-21,AD003,Placements,LinkedIn,25–35 Age,125536,6373,1242,763,414,81484.23,3091570.59,South India,5.08,19.49,61.43,54.26,3694.07,65.61,196.82
2025-02-22,AD003,Placements,LinkedIn,25–35 Age,279784,19574,4822,2939,1343,143229.35,6633392.34,North India,7.0,24.63,60.95,45.7,4531.31,29.7,106.65
2025-02-23,AD003,Placements,LinkedIn,22–27 Age,141610,8320,1667,1053,595,71547.48,4297339.82,South India,5.88,20.04,63.17,56.51,5906.28,42.92,120.25
2025-02-24,AD003,Placements,LinkedIn,25–35 Age,145064,7505,1364,661,346,74277.51,1181975.04,South India,5.17,18.17,48.46,52.34,1491.3,54.46,214.67
2025-02-25,AD003,Placements,LinkedIn,17–21 Age,298028,20642,4696,2781,1630,284889.28,11577295.93,East India,6.93,22.75,59.22,58.61,3963.79,60.67,174.78
2025-02-26,AD003,Placements,LinkedIn,22–27 Age,82925,5003,1088,544,317,49214.3,2410736.98,East India,6.03,21.75,50.0,58.27,4798.45,45.23,155.25
2025-02-27,AD003,Placements,LinkedIn,22–27 Age,113983,4651,940,445,184,79830.66,692151.2,North India,4.08,20.21,47.34,41.35,767.02,84.93,433.86
2025-02-28,AD003,Placements,LinkedIn,25–35 Age,103093,3235,665,347,181,70779.6,1258576.42,North India,3.14,20.56,52.18,52.16,1678.16,106.44,391.05
2025-03-01,AD003,Placements,LinkedIn,17–21 Age,53653,2463,459,282,149,37104.88,1030118.97,East India,4.59,18.64,61.44,52.84,2676.24,80.84,249.03
2025-03-02,AD003,Placements,LinkedIn,17–21 Age,231442,13709,2805,1555,749,207424.01,4028445.09,West India,5.92,20.46,55.44,48.17,1842.13,73.95,276.93
2025-03-03,AD003,Placements,LinkedIn,25–35 Age,134246,8250,1329,727,429,78289.58,2346719.0,West India,6.15,16.11,54.7,59.01,2897.49,58.91,182.49
2025-03-04,AD003,Placements,LinkedIn,17–21 Age,131176,5409,1273,750,449,67190.07,3326521.1,South India,4.12,23.53,58.92,59.87,4850.91,52.78,149.64
2025-03-05,AD003,Placements,LinkedIn,25–35 Age,75507,4191,800,373,220,68079.25,1653602.64,South India,5.55,19.09,46.62,58.98,2328.94,85.1,309.45
2025-03-06,AD003,Placements,LinkedIn,22–27 Age,188977,11714,2647,1690,798,113365.21,5029867.79,East India,6.2,22.6,63.85,47.22,4336.87,42.83,142.06
2025-03-07,AD003,Placements,LinkedIn,22–27 Age,252677,9888,1997,964,578,105630.8,3700568.66,North India,3.91,20.2,48.27,59.96,3403.3,52.89,182.75
2025-03-08,AD003,Placements,LinkedIn,17–21 Age,146366,8269,1633,979,429,108116.05,2625145.22,East India,5.65,19.75,59.95,43.82,2328.08,66.21,252.02
2025-03-09,AD003,Placements,LinkedIn,25–35 Age,134757,6182,1265,682,294,74426.89,1368570.59,West India,4.59,20.46,53.91,43.11,1738.81,58.84,253.15
2025-03-10,AD003,Placements,LinkedIn,22–27 Age,258417,18909,4020,2269,1059,140621.96,7367765.46,North India,7.32,21.26,56.44,46.67,5139.41,34.98,132.79
2025-03-11,AD003,Placements,LinkedIn,22–27 Age,209874,11904,2886,1634,908,156283.1,4945752.52,Pan India,5.67,24.24,56.62,55.57,3064.61,54.15,172.12
2025-03-12,AD003,Placements,LinkedIn,17–21 Age,142999,4752,762,444,200,92318.66,795253.41,Pan India,3.32,16.04,58.27,45.05,761.42,121.15,461.59
2025-03-13,AD003,Placements,LinkedIn,17–21 Age,250958,19914,4316,2505,1303,101670.82,4200194.37,Pan India,7.94,21.67,58.04,52.02,4031.17,23.56,78.03
2025-03-14,AD003,Placements,LinkedIn,22–27 Age,286615,14860,3405,1582,809,174370.56,6056441.37,North India,5.18,22.91,46.46,51.14,3373.32,51.21,215.54
2025-03-15,AD003,Placements,LinkedIn,17–21 Age,184520,9112,2248,1022,476,93561.23,2941652.56,North India,4.94,24.67,45.46,46.58,3044.09,41.62,196.56
2025-03-16,AD003,Placements,LinkedIn,22–27 Age,143329,8242,2029,1135,533,135105.23,2328047.63,Pan India,5.75,24.62,55.94,46.96,1623.14,66.59,253.48
2025-03-17,AD003,Placements,LinkedIn,17–21 Age,265195,10327,2049,1182,589,179628.87,4703747.8,South India,3.89,19.84,57.69,49.83,2518.59,87.67,304.97
2025-03-18,AD003,Placements,LinkedIn,17–21 Age,122661,9777,2435,1113,594,87088.41,4550062.67,South India,7.97,24.91,45.71,53.37,5124.65,35.77,146.61
2025-03-19,AD003,Placements,LinkedIn,25–35 Age,256063,19097,2939,1547,914,201254.06,5172875.5,East India,7.46,15.39,52.64,59.08,2470.32,68.48,220.19
2025-03-20,AD003,Placements,LinkedIn,22–27 Age,107546,4153,907,465,194,97757.51,602706.81,West India,3.86,21.84,51.27,41.72,516.53,107.78,503.9
2025-03-21,AD003,Placements,LinkedIn,25–35 Age,171811,7500,1283,812,351,97292.61,2485360.11,Pan India,4.37,17.11,63.29,43.23,2454.52,75.83,277.19
2025-03-22,AD003,Placements,LinkedIn,25–35 Age,299755,10495,1933,948,547,136254.79,3682668.74,East India,3.5,18.42,49.04,57.7,2602.78,70.49,249.09
2025-03-23,AD003,Placements,LinkedIn,25–35 Age,196757,9869,2126,1008,595,188439.06,4032011.13,North India,5.02,21.54,47.41,59.03,2039.69,88.64,316.7
2025-03-24,AD003,Placements,LinkedIn,22–27 Age,99084,7882,1585,875,446,56260.32,3403228.57,Pan India,7.95,20.11,55.21,50.97,5949.07,35.5,126.14
2025-03-25,AD003,Placements,LinkedIn,22–27 Age,151038,4667,856,417,238,81008.29,1443400.51,Pan India,3.09,18.34,48.71,57.07,1681.79,94.64,340.37
2025-03-26,AD003,Placements,LinkedIn,22–27 Age,261569,10863,2582,1521,869,245885.34,3687397.28,Pan India,4.15,23.77,58.91,57.13,1399.64,95.23,282.95
2025-03-27,AD003,Placements,LinkedIn,22–27 Age,242681,16801,3043,1834,1029,237908.01,7686272.07,Pan India,6.92,18.11,60.27,56.11,3130.77,78.18,231.2
2025-03-28,AD003,Placements,LinkedIn,17–21 Age,141344,6626,1362,827,451,134141.85,1833931.99,South India,4.69,20.56,60.72,54.53,1267.16,98.49,297.43
2025-03-29,AD003,Placements,LinkedIn,22–27 Age,229820,11047,2019,1120,565,204934.93,2057874.91,East India,4.81,18.28,55.47,50.45,904.16,101.5,362.72
2025-03-30,AD003,Placements,LinkedIn,25–35 Age,67576,2896,633,348,156,59665.14,761451.63,North India,4.29,21.86,54.98,44.83,1176.21,94.26,382.47
2025-03-31,AD003,Placements,LinkedIn,22–27 Age,203412,13404,3282,1607,645,201828.55,2389203.56,North India,6.59,24.49,48.96,40.14,1083.78,61.5,312.91
2025-04-01,AD003,Placements,LinkedIn,22–27 Age,188004,6449,1209,590,328,130079.38,1460235.88,West India,3.43,18.75,48.8,55.59,1022.57,107.59,396.58
2025-04-02,AD003,Placements,LinkedIn,22–27 Age,126338,5512,1277,670,387,68197.68,1772957.17,Pan India,4.36,23.17,52.47,57.76,2499.73,53.4,176.22
2025-04-03,AD003,Placements,LinkedIn,22–27 Age,183191,6099,1415,770,397,74337.41,1467961.39,North India,3.33,23.2,54.42,51.56,1874.73,52.54,187.25
2025-04-04,AD003,Placements,LinkedIn,22–27 Age,84849,3217,556,340,176,58482.3,1379402.49,Pan India,3.79,17.28,61.15,51.76,2258.67,105.18,332.29
2025-04-05,AD003,Placements,LinkedIn,25–35 Age,197504,8509,1516,789,455,104867.15,3305228.65,Pan India,4.31,17.82,52.04,57.67,3051.82,69.17,230.48
2025-04-06,AD003,Placements,LinkedIn,25–35 Age,69154,4707,1042,628,284,35916.58,1254290.1,West India,6.81,22.14,60.27,45.22,3392.23,34.47,126.47
2025-04-07,AD003,Placements,LinkedIn,22–27 Age,289761,22640,4750,2972,1259,178162.37,4800373.55,Pan India,7.81,20.98,62.57,42.36,2594.38,37.51,141.51
2025-04-08,AD003,Placements,LinkedIn,22–27 Age,110803,4456,876,468,219,101061.77,951963.17,North India,4.02,19.66,53.42,46.79,841.96,115.37,461.47
2025-04-09,AD003,Placements,LinkedIn,22–27 Age,239425,15902,2926,1870,851,148342.78,5872468.48,North India,6.64,18.4,63.91,45.51,3858.72,50.7,174.32
2025-04-10,AD003,Placements,LinkedIn,17–21 Age,70240,5540,925,577,307,40196.1,1662472.27,South India,7.89,16.7,62.38,53.21,4035.9,43.46,130.93
2025-04-11,AD003,Placements,LinkedIn,25–35 Age,138678,6834,1173,590,294,98499.51,1157268.05,East India,4.93,17.16,50.3,49.83,1074.9,83.97,335.03
2025-04-12,AD003,Placements,LinkedIn,22–27 Age,263247,19300,3627,2251,1126,214028.74,8518494.32,West India,7.33,18.79,62.06,50.02,3880.07,59.01,190.08
2025-04-13,AD003,Placements,LinkedIn,17–21 Age,171458,10003,1964,1248,648,93164.51,4778046.81,East India,5.83,19.63,63.54,51.92,5028.61,47.44,143.77
2025-04-14,AD003,Placements,LinkedIn,22–27 Age,172696,13622,2087,1215,682,172286.34,4380214.3,North India,7.89,15.32,58.22,56.13,2442.4,82.55,252.62
2025-04-15,AD003,Placements,LinkedIn,17–21 Age,254916,18774,2891,1575,935,166572.55,5819811.44,Pan India,7.36,15.4,54.48,59.37,3393.86,57.62,178.15
2025-04-16,AD003,Placements,LinkedIn,17–21 Age,297311,12824,2266,1065,566,177196.19,4455320.86,South India,4.31,17.67,47.0,53.15,2414.34,78.2,313.07
2025-04-17,AD003,Placements,LinkedIn,22–27 Age,187876,14537,3326,1964,1057,100656.39,4478372.76,Pan India,7.74,22.88,59.05,53.82,4349.17,30.26,95.23
2025-04-18,AD003,Placements,LinkedIn,17–21 Age,286470,17503,2821,1744,734,214086.95,2364928.66,South India,6.11,16.12,61.82,42.09,1004.66,75.89,291.67
2025-04-19,AD003,Placements,LinkedIn,22–27 Age,162404,11970,2624,1217,633,107823.72,4731468.72,Pan India,7.37,21.92,46.38,52.01,4288.15,41.09,170.34
2025-04-20,AD003,Placements,LinkedIn,25–35 Age,70773,2354,502,320,137,37944.95,641296.64,South India,3.33,21.33,63.75,42.81,1590.07,75.59,276.97
2025-04-21,AD003,Placements,LinkedIn,25–35 Age,92159,7283,1706,985,420,83018.34,3155986.73,West India,7.9,23.42,57.74,42.64,3701.55,48.66,197.66
2025-04-22,AD003,Placements,LinkedIn,17–21 Age,214210,12044,2322,1116,510,92410.0,4047072.48,East India,5.62,19.28,48.06,45.7,4279.47,39.8,181.2
2025-04-23,AD003,Placements,LinkedIn,17–21 Age,89597,3957,914,497,220,56902.12,917613.33,East India,4.42,23.1,54.38,44.27,1512.62,62.26,258.65
2025-04-24,AD003,Placements,LinkedIn,22–27 Age,219815,15931,2530,1544,888,106057.04,6164863.67,Pan India,7.25,15.88,61.03,57.51,5712.78,41.92,119.43
2025-04-25,AD003,Placements,LinkedIn,17–21 Age,155800,6865,1272,765,363,69361.47,1831892.26,East India,4.41,18.53,60.14,47.45,2541.08,54.53,191.08
2025-04-26,AD003,Placements,LinkedIn,25–35 Age,78865,2545,595,378,152,70156.08,1136108.87,Pan India,3.23,23.38,63.53,40.21,1519.4,117.91,461.55
2025-04-27,AD003,Placements,LinkedIn,25–35 Age,106441,7731,1827,1072,449,93059.67,1626663.82,Pan India,7.26,23.63,58.68,41.88,1647.98,50.94,207.26
2025-04-28,AD003,Placements,LinkedIn,22–27 Age,108582,6075,1445,861,472,61991.73,2863429.47,South India,5.59,23.79,59.58,54.82,4519.05,42.9,131.34
2025-04-29,AD003,Placements,LinkedIn,22–27 Age,203313,15538,2353,1144,655,145045.48,4987053.71,West India,7.64,15.14,48.62,57.26,3338.27,61.64,221.44
2025-04-30,AD003,Placements,LinkedIn,25–35 Age,220384,8142,1402,907,369,152034.62,2102559.65,Pan India,3.69,17.22,64.69,40.68,1282.95,108.44,412.02
2025-05-01,AD002,MBA Admission,Facebook,21–35 Age,240139,11309,1987,1165,696,180456.12,4208817.85,Pan India,4.71,17.57,58.63,59.74,2232.32,90.82,259.28
2025-05-01,AD003,Placements,LinkedIn,22–27 Age,289903,22942,4003,2536,1136,276281.53,6468438.06,East India,7.91,17.45,63.35,44.79,2241.25,69.02,243.21
2025-05-02,AD002,MBA Admission,Facebook,21–35 Age,145953,6934,1681,974,435,80170.2,2531628.96,West India,4.75,24.24,57.94,44.66,3057.82,47.69,184.3
2025-05-02,AD003,Placements,LinkedIn,17–21 Age,224774,8087,1510,927,437,144246.98,2806122.06,Pan India,3.6,18.67,61.39,47.14,1845.36,95.53,330.08
2025-05-03,AD002,MBA Admission,Facebook,21–35 Age,125764,4601,978,630,302,67771.58,2349380.39,North India,3.66,21.26,64.42,47.94,3366.62,69.3,224.41
2025-05-03,AD003,Placements,LinkedIn,22–27 Age,283215,9156,1720,956,382,274488.3,1491751.11,East India,3.23,18.79,55.58,39.96,443.47,159.59,718.56
2025-05-04,AD002,MBA Admission,Facebook,21–35 Age,254360,11109,2734,1480,668,226644.84,2792259.85,North India,4.37,24.61,54.13,45.14,1132.0,82.9,339.29
2025-05-04,AD003,Placements,LinkedIn,25–35 Age,67770,4813,744,355,155,62523.21,1032514.49,South India,7.1,15.46,47.72,43.66,1551.41,84.04,403.38
2025-05-05,AD002,MBA Admission,Facebook,21–35 Age,208578,12706,2381,1311,655,116823.1,2987311.77,West India,6.09,18.74,55.06,49.96,2457.12,49.06,178.36
2025-05-05,AD003,Placements,LinkedIn,22–27 Age,104892,8197,1255,616,347,51518.58,2149275.48,East India,7.81,15.31,49.08,56.33,4071.85,41.05,148.47
2025-05-06,AD002,MBA Admission,Facebook,21–35 Age,174201,12488,2889,1838,796,133968.34,4993434.23,West India,7.17,23.13,63.62,43.31,3627.32,46.37,168.3
2025-05-06,AD003,Placements,LinkedIn,22–27 Age,204932,9551,2028,1175,688,119604.48,2530463.62,South India,4.66,21.23,57.94,58.55,2015.69,58.98,173.84
2025-05-07,AD002,MBA Admission,Facebook,21–35 Age,281251,18428,4606,2913,1585,223349.7,7253636.47,Pan India,6.55,24.99,63.24,54.41,3147.66,48.49,140.91
2025-05-07,AD003,Placements,LinkedIn,22–27 Age,126647,7408,1738,883,464,97271.17,1785615.46,Pan India,5.85,23.46,50.81,52.55,1735.71,55.97,209.64
2025-05-08,AD002,MBA Admission,Facebook,21–35 Age,97979,3175,583,301,168,58564.33,529563.73,East India,3.24,18.36,51.63,55.81,804.24,100.45,348.6
2025-05-08,AD003,Placements,LinkedIn,25–35 Age,154994,5796,1347,863,431,121038.69,2196417.22,South India,3.74,23.24,64.07,49.94,1714.64,89.86,280.83
2025-05-09,AD002,MBA Admission,Facebook,21–35 Age,258980,19662,3598,1763,758,228071.85,4909073.61,North India,7.59,18.3,49.0,42.99,2052.42,63.39,300.89
2025-05-09,AD003,Placements,LinkedIn,22–27 Age,108431,6177,1134,595,240,100523.61,897404.11,East India,5.7,18.36,52.47,40.34,792.73,88.65,418.85
2025-05-10,AD002,MBA Admission,Facebook,21–35 Age,51259,3592,541,312,131,24423.78,722680.3,Pan India,7.01,15.06,57.67,41.99,2858.92,45.15,186.44
2025-05-10,AD003,Placements,LinkedIn,22–27 Age,128908,5068,994,535,273,101891.88,1320648.36,Pan India,3.93,19.61,53.82,51.03,1196.13,102.51,373.23
2025-05-11,AD002,MBA Admission,Facebook,21–35 Age,107884,5598,1238,596,240,51643.69,862353.37,South India,5.19,22.12,48.14,40.27,1569.81,41.72,215.18
2025-05-11,AD003,Placements,LinkedIn,22–27 Age,281759,18036,3182,2035,1042,149263.62,7035403.19,Pan India,6.4,17.64,63.95,51.2,4613.41,46.91,143.25
2025-05-12,AD002,MBA Admission,Facebook,21–35 Age,109219,6309,1002,621,302,80141.73,1535750.35,Pan India,5.78,15.88,61.98,48.63,1816.29,79.98,265.37
2025-05-12,AD003,Placements,LinkedIn,17–21 Age,56655,3075,664,314,152,22689.88,1129547.78,Pan India,5.43,21.59,47.29,48.41,4878.2,34.17,149.28
2025-05-13,AD002,MBA Admission,Facebook,21–35 Age,127468,5926,1247,622,336,101926.37,1859496.88,North India,4.65,21.04,49.88,54.02,1724.35,81.74,303.35
2025-05-13,AD003,Placements,LinkedIn,22–27 Age,263989,20499,4960,3112,1581,241710.75,10422582.66,East India,7.77,24.2,62.74,50.8,4212.01,48.73,152.88
2025-05-14,AD002,MBA Admission,Facebook,21–35 Age,216556,14437,2858,1623,754,187567.69,2602263.33,North India,6.67,19.8,56.79,46.46,1287.37,65.63,248.76
2025-05-14,AD003,Placements,LinkedIn,25–35 Age,176419,6312,1409,877,517,156086.32,3922073.17,North India,3.58,22.32,62.24,58.95,2412.76,110.78,301.91
2025-05-15,AD002,MBA Admission,Facebook,21–35 Age,104288,4814,768,360,179,86527.19,937902.93,West India,4.62,15.95,46.88,49.72,983.94,112.67,483.39
2025-05-15,AD003,Placements,LinkedIn,25–35 Age,246319,18568,2933,1874,956,223803.59,5348861.97,Pan India,7.54,15.8,63.89,51.01,2289.98,76.31,234.1
2025-05-16,AD002,MBA Admission,Facebook,21–35 Age,272620,19195,3980,1800,723,190013.67,4634332.36,East India,7.04,20.73,45.23,40.17,2338.95,47.74,262.81
2025-05-16,AD003,Placements,LinkedIn,17–21 Age,135416,9754,1804,831,444,111777.17,2526118.07,West India,7.2,18.49,46.06,53.43,2159.96,61.96,251.75
2025-05-17,AD002,MBA Admission,Facebook,21–35 Age,205846,16047,2839,1461,602,109111.63,3266642.53,Pan India,7.8,17.69,51.46,41.2,2893.85,38.43,181.25
2025-05-17,AD003,Placements,LinkedIn,17–21 Age,277369,9937,2473,1558,780,197982.71,4085031.86,West India,3.58,24.89,63.0,50.06,1963.33,80.06,253.82
2025-05-18,AD002,MBA Admission,Facebook,21–35 Age,73028,3043,537,345,157,45541.08,698667.79,North India,4.17,17.65,64.25,45.51,1434.15,84.81,290.07
2025-05-18,AD003,Placements,LinkedIn,17–21 Age,154431,8758,1526,770,401,67378.69,3182834.15,South India,5.67,17.42,50.46,52.08,4623.8,44.15,168.03
2025-05-19,AD002,MBA Admission,Facebook,21–35 Age,129271,8596,1731,909,413,61223.52,3212616.4,East India,6.65,20.14,52.51,45.43,5147.36,35.37,148.24
2025-05-19,AD003,Placements,LinkedIn,25–35 Age,294707,9304,1777,925,464,171711.35,1435655.76,Pan India,3.16,19.1,52.05,50.16,736.09,96.63,370.07
2025-05-20,AD002,MBA Admission,Facebook,21–35 Age,163842,7426,1233,778,374,74194.66,2531863.85,North India,4.53,16.6,63.1,48.07,3312.46,60.17,198.38
2025-05-20,AD003,Placements,LinkedIn,25–35 Age,170906,10548,1817,1173,608,123281.41,2911291.7,Pan India,6.17,17.23,64.56,51.83,2261.5,67.85,202.77
2025-05-21,AD002,MBA Admission,Facebook,21–35 Age,61054,3895,951,543,240,25073.99,1266941.77,Pan India,6.38,24.42,57.1,44.2,4952.81,26.37,104.47
2025-05-21,AD003,Placements,LinkedIn,22–27 Age,121352,4064,696,357,180,54958.71,941034.3,South India,3.35,17.13,51.29,50.42,1612.26,78.96,305.33
2025-05-22,AD002,MBA Admission,Facebook,21–35 Age,109881,4764,991,450,232,99134.91,1580447.82,North India,4.34,20.8,45.41,51.56,1494.24,100.04,427.31
2025-05-22,AD003,Placements,LinkedIn,17–21 Age,228338,16682,2885,1390,593,202855.34,4698879.46,Pan India,7.31,17.29,48.18,42.66,2216.37,70.31,342.08
2025-05-23,AD002,MBA Admission,Facebook,21–35 Age,138950,8247,1433,743,371,87585.26,2275198.26,East India,5.94,17.38,51.85,49.93,2497.7,61.12,236.08
2025-05-23,AD003,Placements,LinkedIn,25–35 Age,81571,6335,1288,609,288,69379.64,1003969.21,North India,7.77,20.33,47.28,47.29,1347.07,53.87,240.9
2025-05-24,AD002,MBA Admission,Facebook,21–35 Age,261935,11611,1967,1027,604,209519.18,3096991.33,North India,4.43,16.94,52.21,58.81,1378.14,106.52,346.89
2025-05-24,AD003,Placements,LinkedIn,22–27 Age,107849,6825,1489,749,394,81201.03,1255931.71,Pan India,6.33,21.82,50.3,52.6,1446.69,54.53,206.09
2025-05-25,AD002,MBA Admission,Facebook,21–35 Age,199889,7676,1181,628,295,160449.25,1422894.37,East India,3.84,15.39,53.18,46.97,786.82,135.86,543.9
2025-05-25,AD003,Placements,LinkedIn,17–21 Age,221701,9472,2148,1063,587,167627.5,3363822.07,North India,4.27,22.68,49.49,55.22,1906.72,78.04,285.57
2025-05-26,AD002,MBA Admission,Facebook,21–35 Age,95432,7312,1525,799,461,75781.68,2142553.82,Pan India,7.66,20.86,52.39,57.7,2727.27,49.69,164.39
2025-05-26,AD003,Placements,LinkedIn,25–35 Age,258060,19102,4745,2505,1316,149089.16,8726521.35,Pan India,7.4,24.84,52.79,52.53,5753.22,31.42,113.29
2025-05-27,AD002,MBA Admission,Facebook,21–35 Age,161958,8826,1937,906,520,70025.64,3944515.61,North India,5.45,21.95,46.77,57.4,5532.96,36.15,134.66
2025-05-27,AD003,Placements,LinkedIn,22–27 Age,298878,16202,3092,1903,1055,156885.58,7149953.98,West India,5.42,19.08,61.55,55.44,4457.43,50.74,148.71
2025-05-28,AD002,MBA Admission,Facebook,21–35 Age,107903,3524,729,457,206,103430.57,1353200.37,West India,3.27,20.69,62.69,45.08,1208.32,141.88,502.09
2025-05-28,AD003,Placements,LinkedIn,22–27 Age,173020,10599,1880,1217,720,77910.38,3240631.4,North India,6.13,17.74,64.73,59.16,4059.43,41.44,108.21
2025-05-29,AD002,MBA Admission,Facebook,21–35 Age,208326,16547,2535,1311,579,128714.62,2105892.51,West India,7.94,15.32,51.72,44.16,1536.09,50.77,222.31
2025-05-29,AD003,Placements,LinkedIn,17–21 Age,254367,11373,2455,1286,523,144783.34,3534997.28,Pan India,4.47,21.59,52.38,40.67,2341.58,58.97,276.83
2025-05-30,AD002,MBA Admission,Facebook,21–35 Age,221642,16515,3805,2059,1044,213043.67,5794495.52,East India,7.45,23.04,54.11,50.7,2619.86,55.99,204.06
2025-05-30,AD003,Placements,LinkedIn,22–27 Age,171248,12218,1850,1118,623,161173.5,4380151.08,West India,7.13,15.14,60.43,55.72,2617.66,87.12,258.71
2025-05-31,AD002,MBA Admission,Facebook,21–35 Age,172441,10888,1929,985,439,111414.3,2807015.16,Pan India,6.31,17.72,51.06,44.57,2419.44,57.76,253.79
2025-05-31,AD003,Placements,LinkedIn,22–27 Age,79898,3387,708,348,144,46053.63,664446.17,North India,4.24,20.9,49.15,41.38,1342.77,65.05,319.82
2025-06-01,AD002,MBA Admission,Facebook,21–35 Age,179655,5969,1158,725,292,107637.78,1673092.65,East India,3.32,19.4,62.61,40.28,1454.37,92.95,368.62
2025-06-02,AD002,MBA Admission,Facebook,21–35 Age,112007,7687,1249,590,333,69690.34,1849660.24,Pan India,6.86,16.25,47.24,56.44,2554.11,55.8,209.28
2025-06-03,AD002,MBA Admission,Facebook,21–35 Age,77080,2952,558,255,145,53641.08,668676.1,East India,3.83,18.9,45.7,56.86,1146.57,96.13,369.94
2025-06-04,AD002,MBA Admission,Facebook,21–35 Age,247271,13740,2356,1075,541,224942.73,3479855.38,Pan India,5.56,17.15,45.63,50.33,1447.0,95.48,415.79
2025-06-05,AD002,MBA Admission,Facebook,21–35 Age,228774,15253,3595,2264,989,192239.45,3767177.71,West India,6.67,23.57,62.98,43.68,1859.63,53.47,194.38
2025-06-06,AD002,MBA Admission,Facebook,21–35 Age,140336,10973,2525,1411,738,101941.71,3405726.7,West India,7.82,23.01,55.88,52.3,3240.86,40.37,138.13
2025-06-07,AD002,MBA Admission,Facebook,21–35 Age,255443,9636,2306,1082,528,108919.31,1641515.54,South India,3.77,23.93,46.92,48.8,1407.09,47.23,206.29
2025-06-08,AD002,MBA Admission,Facebook,21–35 Age,153084,4907,999,538,307,97654.25,1586488.03,North India,3.21,20.36,53.85,57.06,1524.6,97.75,318.09
2025-06-09,AD002,MBA Admission,Facebook,21–35 Age,114699,4802,801,375,175,79599.73,1126490.56,South India,4.19,16.68,46.82,46.67,1315.19,99.38,454.86
2025-06-10,AD002,MBA Admission,Facebook,21–35 Age,228607,11316,2761,1577,831,199079.5,5513047.86,West India,4.95,24.4,57.12,52.69,2669.27,72.1,239.57
2025-06-11,AD002,MBA Admission,Facebook,21–35 Age,115246,7658,1593,756,338,111946.04,2482396.52,South India,6.64,20.8,47.46,44.71,2117.49,70.27,331.2
2025-06-12,AD002,MBA Admission,Facebook,21–35 Age,265508,9396,1593,898,489,184408.86,2219084.95,West India,3.54,16.95,56.37,54.45,1103.35,115.76,377.11
2025-06-13,AD002,MBA Admission,Facebook,21–35 Age,52092,2486,570,350,191,35363.69,1423038.59,South India,4.77,22.93,61.4,54.57,3924.01,62.04,185.15
2025-06-14,AD002,MBA Admission,Facebook,21–35 Age,287149,12655,2180,1116,601,241881.98,4227409.95,East India,4.41,17.23,51.19,53.85,1647.72,110.96,402.47
2025-06-15,AD002,MBA Admission,Facebook,21–35 Age,149833,7012,1494,738,297,131425.41,1614620.18,West India,4.68,21.31,49.4,40.24,1128.54,87.97,442.51
2025-06-16,AD002,MBA Admission,Facebook,21–35 Age,255927,12698,2565,1291,774,163441.21,4081467.0,West India,4.96,20.2,50.33,59.95,2397.21,63.72,211.16
2025-06-17,AD002,MBA Admission,Facebook,21–35 Age,234335,11764,1932,992,435,164277.08,1544374.71,East India,5.02,16.42,51.35,43.85,840.1,85.03,377.65
2025-06-18,AD002,MBA Admission,Facebook,21–35 Age,146202,11655,2425,1140,460,79710.71,2166582.31,North India,7.97,20.81,47.01,40.35,2618.06,32.87,173.28
